Rxn,Rxn_Name,Rule,Pathway,Formula
FAS100COA,"fatty acyl-CoA synthase (n-C10:0CoA)",(FASN) | (FASN & ELOVL6) & (ELOVL5) & (ELOVL2) ,"Fatty acid synthesis","3 proton + 2 Nicotinamide adenine dinucleotide phosphate - reduced + Malonyl-CoA + Octanoyl-CoA (n-C8:0CoA)  -> Water + 2 Nicotinamide adenine dinucleotide phosphate + carbon dioxide + Coenzyme A + Decanoyl-CoA (n-C10:0CoA) "
FAS120COA,"fatty-acyl-CoA synthase (n-C12:0CoA)",(FASN) | (FASN & ELOVL6) & (ELOVL5) & (ELOVL2) ,"Fatty acid synthesis","3 proton + 2 Nicotinamide adenine dinucleotide phosphate - reduced + Malonyl-CoA + Decanoyl-CoA (n-C10:0CoA)  -> Water + 2 Nicotinamide adenine dinucleotide phosphate + carbon dioxide + Coenzyme A + Dodecanoyl-CoA (n-C12:0CoA) "
FAS140COA,"fatty-acyl-CoA synthase (n-C14:0CoA)",(FASN) | (FASN & ELOVL6) & (ELOVL5) & (ELOVL2) ,"Fatty acid synthesis","3 proton + 2 Nicotinamide adenine dinucleotide phosphate - reduced + Malonyl-CoA + Dodecanoyl-CoA (n-C12:0CoA)  -> Water + 2 Nicotinamide adenine dinucleotide phosphate + carbon dioxide + Coenzyme A + Tetradecanoyl-CoA (n-C14:0CoA) "
FAS160COA,"fatty-acyl-CoA synthase (n-C16:0CoA)",(FASN) | (FASN & ELOVL6) & (ELOVL5) & (ELOVL2) ,"Fatty acid synthesis","3 proton + 2 Nicotinamide adenine dinucleotide phosphate - reduced + Malonyl-CoA + Tetradecanoyl-CoA (n-C14:0CoA)  -> Water + 2 Nicotinamide adenine dinucleotide phosphate + carbon dioxide + Coenzyme A + Palmitoyl-CoA (n-C16:0CoA) "
FAS180COA,"fatty-acyl-CoA synthase (n-C18:0CoA)",(FASN) | (FASN & ELOVL6) & (ELOVL5) & (ELOVL2) ,"Fatty acid synthesis","3 proton + 2 Nicotinamide adenine dinucleotide phosphate - reduced + Malonyl-CoA + Palmitoyl-CoA (n-C16:0CoA)  -> Water + 2 Nicotinamide adenine dinucleotide phosphate + carbon dioxide + Coenzyme A + Stearoyl-CoA (n-C18:0CoA) "
FAS80COA_L,"fatty acyl-CoA synthase (n-C8:0CoA), lumped reaction",(FASN),"Fatty acid synthesis","9 proton + 6 Nicotinamide adenine dinucleotide phosphate - reduced + Acetyl-CoA + 3 Malonyl-CoA  -> 3 Water + 6 Nicotinamide adenine dinucleotide phosphate + 3 carbon dioxide + 3 Coenzyme A + Octanoyl-CoA (n-C8:0CoA) "
FATP1t,"fatty acid electroneutral transport",(SLC27A1) | (SLC27A4) | (SLC27A1) | (SLC27A3),"Transport, extracellular","Sodium + Hexadecanoate (n-C16:0)  <=> Sodium + Hexadecanoate (n-C16:0) "
FATP2t,"fatty acid electroneutral transport",(SLC27A1) | (SLC27A1),"Transport, extracellular","Sodium + octadecenoate (n-C18:1)  <=> Sodium + octadecenoate (n-C18:1) "
FATP3t,"fatty acid electroneutral transport",(SLC27A1) | (SLC27A1),"Transport, extracellular","Sodium + octadecanoate (n-C18:0)  <=> Sodium + octadecanoate (n-C18:0) "
FATP4t,"fatty acid electroneutral transport",(SLC27A5),"Transport, extracellular","Sodium + arachidate  <=> Sodium + arachidate "
FATP5t,"fatty acid electroneutral transport",(SLC27A5),"Transport, extracellular","Sodium + arachidonate  <=> Sodium + arachidonate "
FATP6t,"fatty acid electroneutral transport",(SLC27A5) | (SLC27A2),"Transport, extracellular","Sodium + adrenic acid  <=> Sodium + adrenic acid "
FATP7t,"fatty acid electroneutral transport",(SLC27A5) | (SLC27A2),"Transport, extracellular","Sodium + cervonic acid, C22:6 n-3  <=> Sodium + cervonic acid, C22:6 n-3 "
FATP8t,"fatty acid electroneutral transport",(SLC27A5) | (SLC27A2),"Transport, extracellular","Sodium + lignocerate  <=> Sodium + lignocerate "
FATP9t,"fatty acid electroneutral transport",(SLC27A5) | (SLC27A2),"Transport, extracellular","Sodium + nervonate  <=> Sodium + nervonate "
FBA,"fructose-bisphosphate aldolase",(ALDOA) | (ALDOA) | (ALDOA) | (ALDOC) | (ALDOB),"Glycolysis/gluconeogenesis","D-Fructose 1,6-bisphosphate  <=> Dihydroxyacetone phosphate + Glyceraldehyde 3-phosphate "
FBA2,"D-Fructose 1-phosphate D-glyceraldehyde-3-phosphate-lyase",(ALDOA) | (ALDOA) | (ALDOA) | (ALDOB) | (ALDOC),"Fructose and mannose metabolism","D-Fructose 1-phosphate  <=> Dihydroxyacetone phosphate + D-Glyceraldehyde "
FBA4,"D-Fructose 1-phosphate D-glyceraldehyde-3-phosphate-lyase",(ALDOA) | (ALDOB) | (ALDOA) | (ALDOC) | (ALDOA),"Glyoxylate and dicarboxylate metabolism","D-Xylulose 1-phosphate  <=> Dihydroxyacetone phosphate + glycolaldehyde "
FBA5,"D-Tagatose 1-phosphate D-glyceraldehyde-3-phosphate-lyase",(ALDOB),"Galactose metabolism","D-Tagatose 1-phosphate  <=> Dihydroxyacetone phosphate + D-Glyceraldehyde "
FBP,"fructose-bisphosphatase",(FBP1) | (FBP2),"Glycolysis/gluconeogenesis","Water + D-Fructose 1,6-bisphosphate  -> hydrogenphosphate + D-Fructose 6-phosphate "
FBP26,"Fructose-2,6-bisphosphate 2-phosphatase",(FBP1) | (PFKFB4) | (PFKFB1) | (PFKFB3) | (PFKFB2) | (FBP2),"Fructose and mannose metabolism","Water + beta-D-fructofuranose 2,6-bisphosphate(4-)  -> hydrogenphosphate + D-Fructose 6-phosphate "
FCLTm,"Ferrochelatase, mitochondrial",(FECH) | (FECH),"Heme synthesis","Fe2+ + Protoporphyrin  -> 2 proton + Protoheme "
FCOAH,"formyl coa hydrolase",,"Fatty acid oxidation","Water + formyl-CoA(4-)  -> proton + Coenzyme A + Formate "
FDH,"formate dehydrogenase",(ALDH1L1),"Fatty acid oxidation","Nicotinamide adenine dinucleotide + Formate  -> Nicotinamide adenine dinucleotide - reduced + carbon dioxide "
FE2t,"iron (II) transport",,"Transport, extracellular","Fe2+  -> Fe2+ "
FE2tm,"iron (II) transport",,"Transport, mitochondrial","proton + Fe2+  -> proton + Fe2+ "
FE3R2e,"Fe(III) reduction (ascorbate)",(CYBRD1),"Heme synthesis","L-ascorbate + 2 Fe3+  -> proton + dehydroascorbide(1-) + 2 Fe2+ "
FK,"Fucokinase",FUK,"Fructose and mannose metabolism","ATP + L-fucose  -> ADP + proton + L-Fucose 1-phosphate "
FKYNH,"N-Formyl-L-kynurenine amidohydrolase",(AFMID),"Tryptophan metabolism","Water + N-formyl-L-kynurenine  -> proton + Formate + L-kynurenine "
FMNAT,"FMN adenylyltransferase",(FLAD1) | (FLAD1),"Vitamin B2 metabolism","ATP + proton + FMN  -> Diphosphate + Flavin adenine dinucleotide oxidized "
FOLR2,"folate reductase",(DHFR),"Folate metabolism","Nicotinamide adenine dinucleotide phosphate - reduced + Folate  -> Nicotinamide adenine dinucleotide phosphate + 7,8-Dihydrofolate "
FOLt2,"folate transport via anion exchange",(SLC19A1) | (SLC19A1),"Transport, extracellular","Water + Folate  <=> Water + Folate "
FORMCOAtx,"formyl coa transport",,"Transport, peroxisomal","formyl-CoA(4-)  <=> formyl-CoA(4-) "
FORt2m,"formate mitochondrial transport",,"Transport, mitochondrial","Formate  <=> Formate "
FORtr,"FOR transporter, endoplasmic reticulum",,"Transport, endoplasmic reticular","Formate  <=> Formate "
FPGS,"folylpolyglutamate synthetase",(FPGS),"Folate metabolism","ATP + 4 L-glutamate(1-) + 5,6,7,8-Tetrahydrofolate  -> 3 Water + ADP + proton + hydrogenphosphate + pentaglutamyl folate (THF) "
FPGS2,"folylpolyglutamate synthetase",(FPGS),"Folate metabolism","ATP + L-glutamate(1-) + pentaglutamyl folate (THF)  -> ADP + proton + hydrogenphosphate + hexaglutamyl folate  (THF) "
FPGS2m,"folylpolyglutamate synthetase, mitochondrial",(FPGS),"Folate metabolism","L-glutamate(1-) + pentaglutamyl folate (THF) + ATP  -> proton + hexaglutamyl folate  (THF) + ADP + hydrogenphosphate "
FPGS3,"folylpolyglutamate synthetase",(FPGS),"Folate metabolism","ATP + L-glutamate(1-) + hexaglutamyl folate  (THF)  -> ADP + proton + hydrogenphosphate + heptaglutamyl folate (THF) "
FPGS3m,"folylpolyglutamate synthetase, mitochondrial",(FPGS),"Folate metabolism","L-glutamate(1-) + hexaglutamyl folate  (THF) + ATP  -> proton + heptaglutamyl folate (THF) + ADP + hydrogenphosphate "
FPGS4,"folylpolyglutamate synthetase (DHF)",(FPGS),"Folate metabolism","ATP + 4 L-glutamate(1-) + 7,8-Dihydrofolate  -> 3 Water + ADP + proton + hydrogenphosphate + pentaglutamyl folate (DHF) "
FPGS4m,"folylpolyglutamate synthetase (DHF), mitochondrial",(FPGS),"Folate metabolism","4 L-glutamate(1-) + ATP + 7,8-Dihydrofolate  -> proton + 3 Water + ADP + hydrogenphosphate + pentaglutamyl folate (DHF) "
FPGS5,"folylpolyglutamate  synthetase (DHF)",(FPGS),"Folate metabolism","ATP + L-glutamate(1-) + pentaglutamyl folate (DHF)  -> ADP + proton + hydrogenphosphate + hexaglutamyl folate (DHF) "
FPGS5m,"folylpolyglutamate  synthetase (DHF), mitochondrial",(FPGS),"Folate metabolism","L-glutamate(1-) + ATP + pentaglutamyl folate (DHF)  -> proton + hexaglutamyl folate (DHF) + ADP + hydrogenphosphate "
FPGS6,"folylpolyglutamate synthetase (DHF)",(FPGS),"Folate metabolism","ATP + L-glutamate(1-) + hexaglutamyl folate (DHF)  -> ADP + proton + hydrogenphosphate + heptaglutamyl folate (DHF) "
FPGS6m,"folylpolyglutamate synthetase (DHF), mitochondrial",(FPGS),"Folate metabolism","L-glutamate(1-) + hexaglutamyl folate (DHF) + ATP  -> proton + heptaglutamyl folate (DHF) + ADP + hydrogenphosphate "
FPGS7,"folylpolyglutamate synthetase (10fthf)",(FPGS),"Folate metabolism","10-Formyltetrahydrofolate + ATP + 4 L-glutamate(1-)  -> 10-formyltetrahydrofolate-[Glu](5) + 3 Water + ADP + proton + hydrogenphosphate "
FPGS7m,"folylpolyglutamate synthetase (10fthf), mitochondrial",(FPGS),"Folate metabolism","10-Formyltetrahydrofolate + 4 L-glutamate(1-) + ATP  -> 10-formyltetrahydrofolate-[Glu](5) + proton + 3 Water + ADP + hydrogenphosphate "
FPGS8,"folylpolyglutamate synthetase (10fthf)",(FPGS),"Folate metabolism","10-formyltetrahydrofolate-[Glu](5) + ATP + L-glutamate(1-)  -> 10-formyltetrahydrofolate-[Glu](6) + ADP + proton + hydrogenphosphate "
FPGS8m,"folylpolyglutamate synthetase (10fthf), mitochondrial",(FPGS),"Folate metabolism","10-formyltetrahydrofolate-[Glu](5) + L-glutamate(1-) + ATP  -> 10-formyltetrahydrofolate-[Glu](6) + proton + ADP + hydrogenphosphate "
FPGS9,"folylpolyglutamate synthetase (10fthf)",(FPGS),"Folate metabolism","10-formyltetrahydrofolate-[Glu](6) + ATP + L-glutamate(1-)  -> 10-formyltetrahydrofolate-[Glu](7) + ADP + proton + hydrogenphosphate "
FPGS9m,"folylpolyglutamate synthetase (10fthf), mitochondrial",(FPGS),"Folate metabolism","10-formyltetrahydrofolate-[Glu](6) + L-glutamate(1-) + ATP  -> 10-formyltetrahydrofolate-[Glu](7) + proton + ADP + hydrogenphosphate "
FPGSm,"folylpolyglutamate synthetase, mitochondrial",(FPGS),"Folate metabolism","4 L-glutamate(1-) + ATP + 5,6,7,8-Tetrahydrofolate  -> proton + 3 Water + pentaglutamyl folate (THF) + ADP + hydrogenphosphate "
FRDPtc,"lipid, flip-flop intracellular transport",,"Transport, peroxisomal","Farnesyl diphosphate  <=> Farnesyl diphosphate "
FRDPtr,"lipid, flip-flop intracellular transport",,"Transport, peroxisomal","Farnesyl diphosphate  <=> Farnesyl diphosphate "
FRUt1r,"D-fructose transport in via uniport",(SLC2A8) | (SLC2A2) | (SLC2A7) | (SLC2A5) | (SLC2A11),"Transport, extracellular","D-Fructose  <=> D-Fructose "
FRUt4,"D-fructose transport  via sodium cotransport",(SLC5A10 | SLC5A9),"Transport, extracellular","Sodium + D-Fructose  <=> Sodium + D-Fructose "
FTCD,"formimidoyltransferase cyclodeaminase",(FTCD) | (FTCD),"Folate metabolism","2 proton + 5-Formiminotetrahydrofolate  -> Ammonium + 5,10-Methenyltetrahydrofolate "
FTHFCL,"5-formethyltetrahydrofolate cyclo-ligase",(MTHFS),"Folate metabolism","ATP + 5-formyltetrahydrofolate(2-)  -> ADP + hydrogenphosphate + 5,10-Methenyltetrahydrofolate "
FTHFDH,"formyltetrahydrofolate dehydrogenase",(ALDH1L1) | (ALDH1L2),"Folate metabolism","10-Formyltetrahydrofolate + Water + Nicotinamide adenine dinucleotide phosphate  -> proton + Nicotinamide adenine dinucleotide phosphate - reduced + carbon dioxide + 5,6,7,8-Tetrahydrofolate "
FTHFL,"Formate-tetrahydrofolate ligase",(MTHFD1) | (286297.1),"Folate metabolism","ATP + 5,6,7,8-Tetrahydrofolate + Formate  -> 10-Formyltetrahydrofolate + ADP + hydrogenphosphate "
FTHFLm,"formate-tetrahydrofolate ligase, mitochondrial",(MTHFD1L) | (MTHFD1),"Folate metabolism","ATP + Formate + 5,6,7,8-Tetrahydrofolate  -> 10-Formyltetrahydrofolate + ADP + hydrogenphosphate "
FUC13GALACGLCGAL14ACGLCGALGLUSIDEte,"blood group intracellular transport",,"Transport, extracellular","III3Fuc-nLc6Cer  <=> III3Fuc-nLc6Cer "
FUC13GALACGLCGAL14ACGLCGALGLUSIDEtg,"blood group intracellular transport",,"Transport, golgi apparatus","III3Fuc-nLc6Cer  <=> III3Fuc-nLc6Cer "
FUC14GALACGLCGALGLUSIDEte,"blood group intracellular transport",,"Transport, extracellular","Lea glycolipid  <=> Lea glycolipid "
FUC14GALACGLCGALGLUSIDEtg,"blood group intracellular transport",,"Transport, golgi apparatus","Lea glycolipid  <=> Lea glycolipid "
FUCACGALFUCGALACGLCGALGLUSIDEte,"blood group intracellular transport",,"Transport, extracellular","(Gal)2 (GalNAc)1 (Glc)1 (GlcNAc)1 (LFuc)2 (Cer)1  <=> (Gal)2 (GalNAc)1 (Glc)1 (GlcNAc)1 (LFuc)2 (Cer)1 "
FUCACGALFUCGALACGLCGALGLUSIDEtg,"blood group intracellular transport",,"Transport, golgi apparatus","(Gal)2 (GalNAc)1 (Glc)1 (GlcNAc)1 (LFuc)2 (Cer)1  <=> (Gal)2 (GalNAc)1 (Glc)1 (GlcNAc)1 (LFuc)2 (Cer)1 "
FUCACNGAL14ACGLCGALGLUSIDEte,"blood group intracellular transport",,"Transport, extracellular","IV3-a-NeuAc,III3-a-Fuc-nLc4Cer  <=> IV3-a-NeuAc,III3-a-Fuc-nLc4Cer "
FUCACNGAL14ACGLCGALGLUSIDEtg,"blood group intracellular transport",,"Transport, golgi apparatus","IV3-a-NeuAc,III3-a-Fuc-nLc4Cer  <=> IV3-a-NeuAc,III3-a-Fuc-nLc4Cer "
FUCACNGALACGLCGALGLUSIDEte,"blood group intracellular transport",,"Transport, extracellular","IV3-a-Neu5Ac,III4-a-Fuc-Lc4Cer  <=> IV3-a-Neu5Ac,III4-a-Fuc-Lc4Cer "
FUCACNGALACGLCGALGLUSIDEtg,"blood group intracellular transport",,"Transport, golgi apparatus","IV3-a-Neu5Ac,III4-a-Fuc-Lc4Cer  <=> IV3-a-Neu5Ac,III4-a-Fuc-Lc4Cer "
FUCASE2e,"alpha-fucosidase, extracellular",(FUCA2),"Keratan sulfate degradation","Water + keratan sulfate I  -> L-fucose + keratan sulfate I, degradation product 1 "
FUCASE2ly,"alpha-fucosidase, lysosomal",(FUCA1),"Keratan sulfate degradation","Water + keratan sulfate I  -> L-fucose + keratan sulfate I, degradation product 1 "
FUCASEe,"alpha-fucosidase, extracellular",(FUCA2),"N-glycan degradation","Water + PA6  -> L-fucose + de-Fuc form of PA6 "
FUCASEly,"alpha-fucosidase, lysosomal",(FUCA1),"N-glycan degradation","Water + PA6  -> L-fucose + de-Fuc form of PA6 "
FUCFUC12GAL14ACGLCGALGLUSIDEte,"blood group intracellular transport",,"Transport, extracellular","Ley glycolipid  <=> Ley glycolipid "
FUCFUC12GAL14ACGLCGALGLUSIDEtg,"blood group intracellular transport",,"Transport, golgi apparatus","Ley glycolipid  <=> Ley glycolipid "
FUCFUC132GALACGLCGAL14ACGLCGALGLUSIDEte,"blood group intracellular transport",,"Transport, extracellular","V3Fuc,III3Fuc-nLc6Cer  <=> V3Fuc,III3Fuc-nLc6Cer "
FUCFUC132GALACGLCGAL14ACGLCGALGLUSIDEtg,"blood group intracellular transport",,"Transport, golgi apparatus","V3Fuc,III3Fuc-nLc6Cer  <=> V3Fuc,III3Fuc-nLc6Cer "
FUCFUCFUCGALACGLC13GALACGLCGAL14ACGLCGALGLUSIDEte,"blood group intracellular transport",,"Transport, extracellular","(Gal)4 (Glc)1 (GlcNAc)3 (LFuc)3 (Cer)1  <=> (Gal)4 (Glc)1 (GlcNAc)3 (LFuc)3 (Cer)1 "
FUCFUCFUCGALACGLC13GALACGLCGAL14ACGLCGALGLUSIDEtg,"blood group intracellular transport",,"Transport, golgi apparatus","(Gal)4 (Glc)1 (GlcNAc)3 (LFuc)3 (Cer)1  <=> (Gal)4 (Glc)1 (GlcNAc)3 (LFuc)3 (Cer)1 "
FUCFUCFUCGALACGLCGAL14ACGLCGALGLUSIDEte,"blood group intracellular transport",,"Transport, extracellular","(Gal)3 (Glc)1 (GlcNAc)2 (LFuc)3 (Cer)1  <=> (Gal)3 (Glc)1 (GlcNAc)2 (LFuc)3 (Cer)1 "
FUCFUCFUCGALACGLCGAL14ACGLCGALGLUSIDEtg,"blood group intracellular transport",,"Transport, golgi apparatus","(Gal)3 (Glc)1 (GlcNAc)2 (LFuc)3 (Cer)1  <=> (Gal)3 (Glc)1 (GlcNAc)2 (LFuc)3 (Cer)1 "
FUCFUCGALACGLCGALGLUSIDEte,"blood group intracellular transport",,"Transport, extracellular","Leb glycolipid  <=> Leb glycolipid "
FUCFUCGALACGLCGALGLUSIDEtg,"blood group intracellular transport",,"Transport, golgi apparatus","Leb glycolipid  <=> Leb glycolipid "
FUCGAL14ACGLCGALGLUSIDEte,"blood group intracellular transport",,"Transport, extracellular","Lacto-N-fucopentaosyl III ceramide  <=> Lacto-N-fucopentaosyl III ceramide "
FUCGAL14ACGLCGALGLUSIDEtg,"blood group intracellular transport",,"Transport, golgi apparatus","Lacto-N-fucopentaosyl III ceramide  <=> Lacto-N-fucopentaosyl III ceramide "
FUCGALFUCGALACGLCGALGLUSIDEte,"blood group intracellular transport",,"Transport, extracellular","(Gal)3 (Glc)1 (GlcNAc)1 (LFuc)2 (Cer)1  <=> (Gal)3 (Glc)1 (GlcNAc)1 (LFuc)2 (Cer)1 "
FUCGALFUCGALACGLCGALGLUSIDEtg,"blood group intracellular transport",,"Transport, golgi apparatus","(Gal)3 (Glc)1 (GlcNAc)1 (LFuc)2 (Cer)1  <=> (Gal)3 (Glc)1 (GlcNAc)1 (LFuc)2 (Cer)1 "
FUCGALGBSIDEte,"fucgalgbside hs transport",,"Transport, extracellular","fucosyl galactosylgloboside  <=> fucosyl galactosylgloboside "
FUCGALGBSIDEtg,"fucgalgbside hs intracellular transport",,"Transport, golgi apparatus","fucosyl galactosylgloboside  <=> fucosyl galactosylgloboside "
FUCtly,"L-fucose efflux from lysosome",,"Transport, lysosomal","L-fucose  -> L-fucose "
FUM,"fumarase",FH,"Citric acid cycle","Water + Fumarate  <=> (S)-malate(2-) "
FUMAC,"fumarylacetoacetase",FAH,"Tyrosine metabolism","Water + 4-fumarylacetoacetate(2-)  -> proton + acetoacetate + Fumarate "
FUMm,"fumarase, mitochondrial",FH,"Citric acid cycle","Water + Fumarate  <=> (S)-malate(2-) "
FUMSO3tm,"Fumarate:sulfite antiport, mitochondrial",(SLC25A10),"Transport, mitochondrial","Sulfite + Fumarate  <=> Sulfite + Fumarate "
FUMSO4tm,"Fumarate:sulfate antiport, mitochondrial",(SLC25A10),"Transport, mitochondrial","Fumarate + sulfate  <=> Fumarate + sulfate "
FUMtm,"fumarate transport, mitochondrial",(SLC25A10),"Transport, mitochondrial","hydrogenphosphate + Fumarate  <=> hydrogenphosphate + Fumarate "
FUMTSULtm,"Fumarate:thiosulfate antiport, mitochondrial",(SLC25A10),"Transport, mitochondrial","Fumarate + thiosulfate(2-)  <=> Fumarate + thiosulfate(2-) "
FUT11g,"Galactoside 2-alpha-L-fucosyltransferase 1",(FUT1),"Sphingolipid metabolism","galactosylgloboside + GDP-L-fucose(2-)  -> proton + GDP + fucosyl galactosylgloboside "
FUT12g,"Galactoside 2-alpha-L-fucosyltransferase 1",(FUT1),"Blood group synthesis","Lc4Cer + GDP-L-fucose(2-)  -> proton + Type IH glycolipid + GDP "
FUT14g,"Galactoside 2-alpha-L-fucosyltransferase 1",(FUT1),"Blood group synthesis","Lactoneotetraosylceramide + GDP-L-fucose(2-)  -> proton + Type IIH glycolipid + GDP "
FUT15g,"Galactoside 2-alpha-L-fucosyltransferase 1",(FUT1),"Blood group synthesis","(Gal)3 (GalNAc)1 (Glc)1 (GlcNAc)1 (LFuc)1 (Cer)1 + GDP-L-fucose(2-)  -> proton + Type IIIH glycolipid + GDP "
FUT16g,"Galactoside 2-alpha-L-fucosyltransferase 1",(FUT1),"Blood group synthesis","i-antigen + GDP-L-fucose(2-)  -> proton + VI2Fuc-nLc6 + GDP "
FUT17g,"Galactoside 2-alpha-L-fucosyltransferase 1",(FUT1),"Blood group synthesis","(Gal)4 (GalNAc)1 (Glc)1 (GlcNAc)2 (LFuc)1 (Cer)1 + GDP-L-fucose(2-)  -> proton + (Gal)4 (GalNAc)1 (Glc)1 (GlcNAc)2 (LFuc)2 (Cer)1 + GDP "
FUT18g,"Galactoside 2-alpha-L-fucosyltransferase 1",(FUT1),"Blood group synthesis","I-antigen + 2 GDP-L-fucose(2-)  -> 2 proton + (Gal)4 (Glc)1 (GlcNAc)3 (LFuc)2 (Cer)1 + 2 GDP "
FUT31g,"fucosyltransferase 3 (galactoside 3(4)-L-fucosyltransferase, Lewis blood group included) 1",(FUT3),"Blood group synthesis","Lc4Cer + GDP-L-fucose(2-)  -> proton + GDP + Lea glycolipid "
FUT32g,"fucosyltransferase 3 (galactoside 3(4)-L-fucosyltransferase, Lewis blood group included) 1",(FUT3),"Blood group synthesis","GDP-L-fucose(2-) + (Gal)3 (Glc)1 (GlcNAc)1 (Cer)1  -> proton + GDP + IV3-a-Neu5Ac,III4-a-Fuc-Lc4Cer "
FUT33g,"fucosyltransferase 3 (galactoside 3(4)-L-fucosyltransferase, Lewis blood group included) 1",(FUT3),"Blood group synthesis","Type IA glycolipid + GDP-L-fucose(2-)  -> proton + GDP + (Gal)2 (GalNAc)1 (Glc)1 (GlcNAc)1 (LFuc)2 (Cer)1 "
FUT34g,"fucosyltransferase 3 (galactoside 3(4)-L-fucosyltransferase, Lewis blood group included) 1",(FUT3),"Blood group synthesis","Type IH glycolipid + GDP-L-fucose(2-)  -> proton + GDP + Leb glycolipid "
FUT35g,"fucosyltransferase 3 (galactoside 3(4)-L-fucosyltransferase, Lewis blood group included) 1",(FUT3),"Blood group synthesis","Type IB glycolipid + GDP-L-fucose(2-)  -> proton + GDP + (Gal)3 (Glc)1 (GlcNAc)1 (LFuc)2 (Cer)1 "
FUT910g,"Alpha-(1,3)-fucosyltransferase",(FUT9),"Blood group synthesis","GDP-L-fucose(2-) + (Gal)4 (Glc)1 (GlcNAc)3 (LFuc)1 (Cer)1  -> proton + GDP + (Gal)4 (Glc)1 (GlcNAc)3 (LFuc)2 (Cer)1 "
FUT911g,"Alpha-(1,3)-fucosyltransferase",(FUT9),"Blood group synthesis","GDP-L-fucose(2-) + (Gal)4 (Glc)1 (GlcNAc)3 (LFuc)2 (Cer)1  -> proton + GDP + (Gal)4 (Glc)1 (GlcNAc)3 (LFuc)3 (Cer)1 "
FUT91g,"Alpha-(1,3)-fucosyltransferase",(FUT9),"Blood group synthesis","Lactoneotetraosylceramide + GDP-L-fucose(2-)  -> proton + GDP + Lacto-N-fucopentaosyl III ceramide "
FUT92g,"Alpha-(1,3)-fucosyltransferase",(FUT9),"Blood group synthesis","GDP-L-fucose(2-) + Sialyl-3-paragloboside  -> proton + GDP + IV3-a-NeuAc,III3-a-Fuc-nLc4Cer "
FUT93g,"Alpha-(1,3)-fucosyltransferase",(FUT9),"Blood group synthesis","Type IIH glycolipid + GDP-L-fucose(2-)  -> proton + GDP + Ley glycolipid "
FUT94g,"Alpha-(1,3)-fucosyltransferase",(FUT9),"Blood group synthesis","VI2Fuc-nLc6 + GDP-L-fucose(2-)  -> proton + GDP + (Gal)3 (Glc)1 (GlcNAc)2 (LFuc)2 (Cer)1 "
FUT95g,"Alpha-(1,3)-fucosyltransferase",(FUT9),"Blood group synthesis","GDP-L-fucose(2-) + (Gal)3 (Glc)1 (GlcNAc)2 (LFuc)2 (Cer)1  -> proton + GDP + (Gal)3 (Glc)1 (GlcNAc)2 (LFuc)3 (Cer)1 "
FUT96g,"Alpha-(1,3)-fucosyltransferase",(FUT9),"Blood group synthesis","i-antigen + GDP-L-fucose(2-)  -> proton + GDP + V3Fuc-nLc6Cer "
FUT97g,"Alpha-(1,3)-fucosyltransferase",(FUT9),"Blood group synthesis","GDP-L-fucose(2-) + V3Fuc-nLc6Cer  -> proton + GDP + V3Fuc,III3Fuc-nLc6Cer "
FUT98g,"Alpha-(1,3)-fucosyltransferase",(FUT9),"Blood group synthesis","i-antigen + GDP-L-fucose(2-)  -> proton + GDP + III3Fuc-nLc6Cer "
FUT99g,"Alpha-(1,3)-fucosyltransferase",(FUT9),"Blood group synthesis","nLc8Cer + GDP-L-fucose(2-)  -> proton + GDP + (Gal)4 (Glc)1 (GlcNAc)3 (LFuc)1 (Cer)1 "
