Rxn,Rxn_Name,Rule,Pathway,Formula
EICOSTETCPT1,"Carnitine O-Palmitoyltransferase",CPT1B | CPT1B | CPT1B | CPT1C | CPT1A | CPT1B,"Fatty acid oxidation","L-Carnitine + (8Z,11Z,14Z,17Z)-Eicosatetraenoyl Coenzyme A  <=> Coenzyme A + 8Z,11Z,14Z,17Z-Eicosatetraenoylcarnitine "
EICOSTETCPT2,"Carnitine Transferase",CPT2,"Fatty acid oxidation","Coenzyme A + 8Z,11Z,14Z,17Z-Eicosatetraenoylcarnitine  <=> L-Carnitine + (8Z,11Z,14Z,17Z)-Eicosatetraenoyl Coenzyme A "
EICOSTETCRNt,"Transport of 8Z,11Z,14Z,17Z-Eicosatetraenoylcarnitine, Mitochondrial",SLC25A20,"Fatty acid oxidation","8Z,11Z,14Z,17Z-Eicosatetraenoylcarnitine  <=> 8Z,11Z,14Z,17Z-Eicosatetraenoylcarnitine "
EICOSTETt,"Transport of Omega-3-Arachidonic Acid (Diffusion)",,"Transport, extracellular","Omega-3-Arachidonic Acid  <=> Omega-3-Arachidonic Acid "
ELAIDCPT1,"Carnitine O-Palmitoyltransferase",CPT1B | CPT1B | CPT1B | CPT1C | CPT1A | CPT1B,"Fatty acid oxidation","L-Carnitine + (2E)-Octadecenoyl Coenzyme A  <=> Coenzyme A + Elaidic carnitine "
ELAIDCPT2,"Carnitine Transferase",CPT2,"Fatty acid oxidation","Coenzyme A + Elaidic carnitine  <=> L-Carnitine + (2E)-Octadecenoyl Coenzyme A "
ELAIDCRNt,"Transport of (9E)-Octadecenoylcarnitine, Mitochondrial",SLC25A20,"Fatty acid oxidation","Elaidic carnitine  <=> Elaidic carnitine "
ELAIDt,"Fatty Acid Transport via Diffusion",SLC27A2,"Transport, extracellular","(9E)-Octadecenoic Acid  <=> (9E)-Octadecenoic Acid "
ENGASE2ly,"Endo-Beta-N-Acetylglucosaminidase, Lysosomal",,"N-glycan degradation","Water + N2M2Nmasn (W/O Peptide Linkage)  -> N-Acetyl-D-Glucosamine + Reducing GlcNac Removed Form Of N2M2Nmasn (W/O Peptide) "
ENGASE3ly,"Endo-Beta-N-Acetylglucosaminidase, Lysosomal",,"Keratan sulfate degradation","Water + Keratan Sulfate I, Degradation Product 2  -> N-Acetyl-D-Glucosamine + Keratan Sulfate I, Degradation Product 3 "
ENGASEly,"Endo-Beta-N-Acetylglucosaminidase, Lysosomal",,"N-glycan degradation","Water + De-Fuc Form Of Pa6 (Wo Peptide Linkage)  -> N-Acetyl-D-Glucosamine + De-Fuc, Reducing GlcNac Removed Form Of Pa6 (w/o Peptide Linkage) "
ESTRADIOLGLCt,"Estradiol Glucuronide Transport via Bicarbonate Antiport",SLCO1B3 | SLCO4A1 | SLCO1B1 | SLCO1A2 | SLCO1C1,"Transport, extracellular","Bicarbonate + 17Beta-Estradiol 3-Glucosiduronic Acid  <=> Bicarbonate + 17Beta-Estradiol 3-Glucosiduronic Acid "
ESTRADIOLGLCt2,"17-Beta-D-Glucuronide Transport (ATP-Dependent)",ABCC4,"Transport, extracellular","Water + Adenosine Triphosphate + 17Beta-Estradiol 3-Glucosiduronic Acid  -> Proton + Adenosine Diphosphate + Orthophosphate + 17Beta-Estradiol 3-Glucosiduronic Acid "
ESTRADIOLGLCtr,"Glucuronidated Compound Transport",,"Transport, endoplasmic reticular","17Beta-Estradiol 3-Glucosiduronic Acid  <=> 17Beta-Estradiol 3-Glucosiduronic Acid "
ESTRADIOLt,"Transport of Estradiol ",,"Transport, extracellular","Estradiol  <=> Estradiol "
ESTRADIOLtr,"Transport of Estradiol, Endoplasmatic Reticulum",,"Transport, endoplasmic reticular","Estradiol  <=> Estradiol "
ESTRIOLGLCte,"Glucuronidated Compound Transport",ABCC1,"Transport, extracellular","Water + Adenosine Triphosphate + 16-Glucuronide-Estriol  -> Proton + Adenosine Diphosphate + Orthophosphate + 16-Glucuronide-Estriol "
ESTRIOLGLCtr,"Glucuronidated Compound Transport",,"Transport, endoplasmic reticular","16-Glucuronide-Estriol  <=> 16-Glucuronide-Estriol "
ESTRIOLtr,"Transport of Estriol, Endoplasmatic Reticulum",,"Transport, endoplasmic reticular","Estriol  <=> Estriol "
ESTRONEGLCt,"ABC Transporter",ABCC3 | ABCC3 | ABCC3,"Transport, extracellular","Water + Adenosine Triphosphate + Estrone 3-Glucosiduronic Acid  -> Proton + Adenosine Diphosphate + Orthophosphate + Estrone 3-Glucosiduronic Acid "
ESTRONEGLCtr,"Glucuronidated Compound Transport",,"Transport, endoplasmic reticular","Estrone 3-Glucosiduronic Acid  <=> Estrone 3-Glucosiduronic Acid "
ESTRONESt,"Transport of Estrone 3-Sulfate  via Bicarbonate Antiport",SLCO2B1 | SLCO1B1 | SLCO1C1 | SLCO1A2 | SLCO3A1 | SLCO4A1 | SLCO1B3,"Transport, extracellular","Bicarbonate + Estrone 3-Sulfate  <=> Bicarbonate + Estrone 3-Sulfate "
ESTRONESt2,"Transport of Estrone-3-Sulfate  via Sodium Symport",SLC10A1,"Transport, extracellular","2 Sodium + Estrone 3-Sulfate  -> 2 Sodium + Estrone 3-Sulfate "
ESTRONEtr,"Transport of Estrone, Endoplasmatic Reticulum",,"Transport, endoplasmic reticular","Estrone  <=> Estrone "
ESTSULT,"Estrogen Sulfotransferase",SULT1E1 | SULT1A1 | SULT1A1 | SULT1A1 | SULT1A1 | SULT1A1 | SULT1A3,"Steroid metabolism","3'-Phosphoadenylyl Sulfate + Estrone  -> Proton + Adenosine 3,5-Bismonophosphate + Estrone 3-Sulfate "
ETF,"Electron Transfer Flavoprotein",(ETFB & ETFA) | (ETFB & ETFA),"Fatty acid oxidation","Flavin Adenine Dinucleotide Reduced + Electron Transfer Flavoprotein Oxidized  -> Flavin Adenine Dinucleotide Oxidized + Electron Transfer Flavoprotein Reduced "
ETFQO,"Electron Transfer Flavoprotein-Ubiquinone Oxidoreductase",ETFDH,"Fatty acid oxidation","Ubiquinone-10 + Electron Transfer Flavoprotein Reduced  -> Ubiquinol-10 + Electron Transfer Flavoprotein Oxidized "
ETHAK,"Ethanolamine Kinase",CHKA | ETNK1 | CHKA | ETNK2 | CHKB,"Glycerophospholipid metabolism","Adenosine Triphosphate + Ethanolamine  -> Proton + Adenosine Diphosphate + Ethanolamine Phosphate "
ETHP,"Ethanolamine Phosphate Phosphatase",PHOSPHO1,"Glycerophospholipid metabolism","Water + Ethanolamine Phosphate  -> Orthophosphate + Ethanolamine "
ETOHMO,"Ethanol Monooxygenase",CYP2E1,"Glycolysis/gluconeogenesis","Oxygen + Proton + Nicotinamide Adenine Dinucleotide Phosphate - Reduced + Ethanol  -> 2 Water + Nicotinamide Adenine Dinucleotide Phosphate + Acetaldehyde "
ETOHtx,"Transport of Ethanol, Reversible, Peroxisomal ",,"Transport, peroxisomal","Ethanol  <=> Ethanol "
EX_10fthf[e],"Exchange of 10-Formyltetrahydrofolate ",,"Exchange/demand reaction","10-Formyltetrahydrofolate  <=> "
EX_10fthf5glu[e],"Exchange of 10-Formyltetrahydrofolate-[Glu] (5) ",,"Exchange/demand reaction","10-Formyltetrahydrofolate-[Glu](5)  <=> "
EX_10fthf6glu[e],"Exchange of 10-Formyltetrahydrofolate-[Glu] (6) ",,"Exchange/demand reaction","10-Formyltetrahydrofolate-[Glu](6)  <=> "
EX_10fthf7glu[e],"Exchange of 10-Formyltetrahydrofolate-[Glu] (7) ",,"Exchange/demand reaction","10-Formyltetrahydrofolate-[Glu](7)  <=> "
EX_11_cis_retfa[e],"Exchange of Fatty Acid 11-Cis-Retinol ",,"Exchange/demand reaction","Fatty Acid 11-Cis-Retinol  <=> "
EX_13_cis_retnglc[e],"Exchange of 13-Cis-Retinoyl Glucuronide ",,"Exchange/demand reaction","13-Cis-Retinoyl Glucuronide  <=> "
EX_1glyc_hs[e],"Exchange of 1 Acyl Phosphoglycerol ",,"Exchange/demand reaction","1 Acyl Phosphoglycerol  <=> "
EX_2425dhvitd2[e],"Exchange of 24R, 25-Dihyoxyvitamin D2 ",,"Exchange/demand reaction","24R,25-Dihyoxyvitamin D2  <=> "
EX_2425dhvitd3[e],"Exchange of 24R, 25-Dihydroxyvitamin D3 ",,"Exchange/demand reaction","(24R)-24,25-Dihydroxycalciol  <=> "
EX_24nph[e],"Exchange of 2, 4 Dihydroxy Nitrophenol ",,"Exchange/demand reaction","2-Hydroxy-4-Nitrophenolate  <=> "
EX_25hvitd2[e],"Exchange of 25-Hydroxyvitamin D2 ",,"Exchange/demand reaction","25-Hydroxyvitamin D2  <=> "
EX_25hvitd3[e],"Exchange of 25-Hydroxyvitamin D3 ",,"Exchange/demand reaction","Calcidiol  <=> "
EX_2hb[e],"Exchange of 2-Hydroxybutyrate ",,"Exchange/demand reaction","2-Hydroxybutyrate  <=> "
EX_2mcit[e],"Exchange of 2-Methylcitrate ",,"Exchange/demand reaction","2-Methylcitrate  <=> "
EX_34dhoxpeg[e],"Exchange of 3, 4-Dihydroxyphenylethyleneglycol ",,"Exchange/demand reaction","3,4-Dihydroxyphenylethyleneglycol  <=> "
EX_34dhphe[e],"Exchange of 3, 4-Dihydroxy-L-Phenylalanine ",,"Exchange/demand reaction","L-Dopa  <=> "
EX_35cgmp[e],"Exchange of 3', 5'-Cyclic GMP ",,"Exchange/demand reaction","3,5-Cyclic Guanosine Monophosphate  <=> "
EX_3aib[e],"Exchange of L-3-Amino-Isobutanoate ",,"Exchange/demand reaction","(S)-3-Aminoisobutyric Acid  <=> "
EX_3aib_D[e],"Exchange of D-3-Amino-Isobutanoate ",,"Exchange/demand reaction","D-3-Amino-Isobutanoate  <=> "
EX_3mlda[e],"Exchange of 3-Methylimidazoleacetic Acid ",,"Exchange/demand reaction","3-Methylimidazoleacetic Acid  <=> "
EX_4hdebrisoquine[e],"Exchange of 4 Hydroxy Debrisoquine ",,"Exchange/demand reaction","4-Hydroxy Debrisoquine  <=> "
EX_4hphac[e],"Exchange of 4-Hydroxyphenylacetate ",,"Exchange/demand reaction","4-Hydroxyphenylacetate  <=> "
EX_4mptnl[e],"Exchange of 4-Methylpentanal ",,"Exchange/demand reaction","4-Methylpentanal  <=> "
EX_4mtolbutamide[e],"Exchange of 4 Hydroxy Tolbutamide ",,"Exchange/demand reaction","4-Hydroxy Tolbutamide  <=> "
EX_4nph[e],"Exchange of 4-Nitrophenol ",,"Exchange/demand reaction","4-Nitrophenolate  <=> "
EX_4nphsf[e],"Exchange of 4-Nitrophenyl Sulfate ",,"Exchange/demand reaction","4-Nitrophenyl Sulfate  <=> "
EX_4pyrdx[e],"Exchange of 4-Pyridoxate ",,"Exchange/demand reaction","4-Pyridoxate  <=> "
EX_5adtststerone[e],"Exchange of 5Alpha-Dihydrotestosterone ",,"Exchange/demand reaction","17Beta-Hydroxy-5Alpha-Androstan-3-One  <=> "
EX_5adtststeroneglc[e],"Exchange of 5Alpha-Dihydrotestosterone Glucuronide ",,"Exchange/demand reaction","5Alpha-Dihydrotestosterone Glucuronide  <=> "
EX_5adtststerones[e],"Exchange of 5Alpha-Dihydrotestosterone Sulfate ",,"Exchange/demand reaction","5Alpha-Dihydrotestosterone Sulfate  <=> "
EX_5dhf[e],"Exchange of Pentaglutamyl Folate (Dhf) ",,"Exchange/demand reaction","Pentaglutamyl Folate (Dhf)  <=> "
EX_5fthf[e],"Exchange of 5-Formyltetrahydrofolate ",,"Exchange/demand reaction","5-Formyltetrahydrofolate  <=> "
EX_5homeprazole[e],"Exchange of 5 Hydroxy Omeprazole ",,"Exchange/demand reaction","5-Hydroxy Omeprazole  <=> "
EX_5htrp[e],"Exchange of 5-Hydroxy-L-Tryptophan ",,"Exchange/demand reaction","5-Hydroxy-L-Tryptophan  <=> "
EX_5mthf[e],"Exchange of 5-Methyltetrahydrofolate",,"Exchange/demand reaction","5-Methyltetrahydrofolate  <=> "
EX_5thf[e],"Exchange of Pentaglutamyl Folate (Thf) ",,"Exchange/demand reaction","Pentaglutamyl Folate (Thf)  <=> "
EX_6dhf[e],"Exchange of Haxglutamyl Folate (Dhf) ",,"Exchange/demand reaction","Hexaglutamyl Folate (Dhf)  <=> "
EX_6htststerone[e],"Exchange of 6 Beta Hydroxy Testosterone ",,"Exchange/demand reaction","6-Beta-Hydroxy Testosterone  <=> "
EX_6thf[e],"Exchange of Hexaglutamyl Folate (Thf) ",,"Exchange/demand reaction","Hexaglutamyl Folate (Thf)  <=> "
EX_7dhf[e],"Exchange of Heptaglutamyl Folate (Dhf) ",,"Exchange/demand reaction","Heptaglutamyl Folate (Dhf)  <=> "
EX_7thf[e],"Exchange of Heptaglutamyl Folate (Thf) ",,"Exchange/demand reaction","Heptaglutamyl Folate (Thf)  <=> "
EX_9_cis_retfa[e],"Exchange of Fatty Acid 9-Cis-Retinol ",,"Exchange/demand reaction","Fatty Acid 9-Cis-Retinol  <=> "
EX_abt[e],"Exchange of L-Arabinitol ",,"Exchange/demand reaction","L-Arabinitol  <=> "
EX_acetone[e],"Exchange of Acetone ",,"Exchange/demand reaction","Acetone  <=> "
EX_acgalfucgalacgalfuc12gal14acglcgalgluside_hs[e],"Exchange of Type Iiia Glycolipid ",,"Exchange/demand reaction","Type Iiia Glycolipid  <=> "
EX_acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs[e],"Exchange of Type Iiiab ",,"Exchange/demand reaction","Type Iiiab  <=> "
EX_ach[e],"Exchange of Acetylcholine ",,"Exchange/demand reaction","Acetylcholine  <=> "
EX_acn13acngalgbside_hs[e],"Exchange of Sialyl (1, 3) Sialyl (2, 6) Galactosylgloboside (Homo Sapiens) ",,"Exchange/demand reaction","Sialyl-(1,3)-Sialyl-(2,6)-Galactosylgloboside  <=> "
EX_acn23acngalgbside_hs[e],"Exchange of Sialyl (2, 3) Sialyl (2, 6) Galactosylgloboside (Homo Sapiens) ",,"Exchange/demand reaction","Salyl-(2,3)-Sialyl-(2,6)-Galactosylgloboside  <=> "
EX_acnacngal14acglcgalgluside_hs[e],"Exchange of 3', 8'-Ld1 ",,"Exchange/demand reaction","3',8'-LD1  <=> "
EX_acnacngalgbside_hs[e],"Exchange of Disialyl Galactosylgloboside (Homo Sapiens) ",,"Exchange/demand reaction","Disialyl-Galactosylgloboside  <=> "
EX_acngalacglcgal14acglcgalgluside_hs[e],"Exchange of Vi3Neuac-Nlc6Cer ",,"Exchange/demand reaction","Vi3Neuac-Nlc6Cer  <=> "
EX_adp[e],"Exchange of ADP ",,"Exchange/demand reaction","Adenosine Diphosphate  <=> "
EX_adprbp[e],"Exchange of ADPribose 2'-Phosphate ",,"Exchange/demand reaction","Adenosine-5'-Diphosphate-D-Ribose 2-Phosphate  <=> "
EX_adrn[e],"Exchange of Adrenic Acid ",,"Exchange/demand reaction","Adrenic Acid  <=> "
EX_adrnl[e],"Exchange of Adrenaline ",,"Exchange/demand reaction","Adrenaline  <=> "
EX_aflatoxin[e],"Exchange of Aflatoxin B1 ",,"Exchange/demand reaction","Aflatoxin B1  <=> "
EX_ahandrostanglc[e],"Exchange of Etiocholan-3Alpha-Ol-17-One 3-Glucuronide ",,"Exchange/demand reaction","3Alpha-Hydroxy-5Beta-Androstan-17-One 3-Glucosiduronic Acid  <=> "
EX_ak2lgchol_hs[e],"Exchange of 1-Alkyl 2-Lysoglycerol 3-Phosphocholine ",,"Exchange/demand reaction","1-Alkyl 2-Lysoglycerol 3-Phosphocholine  <=> "
EX_ala_B[e],"Exchange of Beta-Alanine ",,"Exchange/demand reaction","Beta-Alanine  <=> "
EX_ala_D[e],"Exchange of D-Alanine ",,"Exchange/demand reaction","D-Alanine  <=> "
EX_aldstrn[e],"Exchange of Aldosterone ",,"Exchange/demand reaction","Aldosterone  <=> "
EX_amp[e],"Exchange of AMP ",,"Exchange/demand reaction","Adenosine Monophosphate  <=> "
EX_andrstrn[e],"Exchange of Androsterone ",,"Exchange/demand reaction","Androsterone  <=> "
EX_andrstrnglc[e],"Exchange of Androsterone Glucuronide ",,"Exchange/demand reaction","Androsterone 3-Glucosiduronic Acid  <=> "
EX_antipyrene[e],"Exchange of Antipyrene ",,"Exchange/demand reaction","Antipyrine  <=> "
EX_apnnox[e],"Exchange of Alpha-Pinene-Oxide ",,"Exchange/demand reaction","Alpha-Pinene Oxide  <=> "
EX_appnn[e],"Exchange of (+)-Alpha-Pinene ",,"Exchange/demand reaction","(+)-Alpha-Pinene  <=> "
EX_aprgstrn[e],"Exchange of 20Alpha-Hydroxyprogesterone ",,"Exchange/demand reaction","(20S)-20-Hydroxypregn-4-En-3-One  <=> "
EX_aqcobal[e],"Exchange of Aquacob (III)Alamin ",,"Exchange/demand reaction","Aquacob(III)Alamin  <=> "
EX_arach[e],"Exchange of Arachidate",,"Exchange/demand reaction","Arachidic Acid  <=> "
EX_arachd[e],"Exchange of Nc20:4 ",,"Exchange/demand reaction","Arachidonate  <=> "
EX_ascb_L[e],"Exchange of L-Ascorbate ",,"Exchange/demand reaction","L-Ascorbate  <=> "
EX_asp_D[e],"Exchange of D-Aspartate ",,"Exchange/demand reaction","D-Aspartate  <=> "
EX_atp[e],"Exchange of ATP ",,"Exchange/demand reaction","Adenosine Triphosphate  <=> "
EX_avite1[e],"Exchange of Alpha-Tocopherol ",,"Exchange/demand reaction","(+)-Alpha-Tocopherol  <=> "
EX_avite2[e],"Exchange of Alpha-Tocotrienol ",,"Exchange/demand reaction","Alpha-Tocotrienol  <=> "
EX_bhb[e],"Transport of (R)-3-Hydroxybutanoate  via H+ Symport",,"Exchange/demand reaction","(R)-3-Hydroxybutyrate  <=> "
EX_bildglcur[e],"Exchange of Bilirubin Beta-Diglucuronide ",,"Exchange/demand reaction","Bis(Beta-Glucosyluronate)Bilirubin  <=> "
EX_bilglcur[e],"Exchange of Blirubin Mono-Glucuronide",,"Exchange/demand reaction","Mono(Glucosyluronic Acid)Bilirubin  <=> "
EX_bilirub[e],"Exchange of Bilirubin ",,"Exchange/demand reaction","Bilirubin  <=> "
EX_biocyt[e],"Exchange of Biocytin ",,"Exchange/demand reaction","Biocytin  <=> "
EX_bvite[e],"Exchange of Beta-Tocopherol ",,"Exchange/demand reaction","Beta-Tocopherol  <=> "
EX_camp[e],"Exchange of CAMP ",,"Exchange/demand reaction","3,5-Cyclic Adenosine Monophosphate  <=> "
EX_caro[e],"Exchange of Beta-Carotene ",,"Exchange/demand reaction","Beta-Carotene  <=> "
EX_carveol[e],"Exchange of (E)-Carveol ",,"Exchange/demand reaction","(-)-Trans-Carveol  <=> "
EX_chol[e],"Exchange of Choline",,"Exchange/demand reaction","Choline  <=> "
EX_cholate[e],"Exchange of Cholate",,"Exchange/demand reaction","Cholate  <=> "
EX_chsterol[e],"Exchange of Cholesterol",,"Exchange/demand reaction","Cholesterol  <=> "
EX_chtn[e],"Exchange of Chitin ",,"Exchange/demand reaction","Chitin  <=> "
EX_clpnd[e],"Exchange of Clupanodonic Acid (Docosapentaenoic (N-3)) ",,"Exchange/demand reaction","Docosapentaenoic Acid  <=> "
EX_cmp[e],"Exchange of CMP ",,"Exchange/demand reaction","Cytidine 5'-Monophosphate  <=> "
EX_co[e],"Exchange of Carbon Monoxide ",,"Exchange/demand reaction","Carbon Monoxide  <=> "
EX_coumarin[e],"Exchange of Coumarin ",,"Exchange/demand reaction","Coumarin  <=> "
EX_creat[e],"Exchange of Creatine ",,"Exchange/demand reaction","Creatine  <=> "
EX_crmp_hs[e],"Exchange of Ceramide 1-Phosphate ",,"Exchange/demand reaction","Ceramide 1-Phosphate  <=> "
EX_crn[e],"Exchange of L-Carnitine",,"Exchange/demand reaction","L-Carnitine  <=> "
EX_crtsl[e],"Exchange of Cortisol ",,"Exchange/demand reaction","Cortisol  <=> "
EX_crtstrn[e],"Exchange of Corticosterone ",,"Exchange/demand reaction","Corticosterone  <=> "
EX_crvnc[e],"Exchange of Nc22:6 ",,"Exchange/demand reaction","Cervonic Acid, C22:6 N-3  <=> "
EX_cspg_a[e],"Exchange of Chondroitin Sulfate A (Galnac4S-Glca) Proteoglycan ",,"Exchange/demand reaction","Chondroitin Sulfate A (GalNac4S-Glca) Proteoglycan  <=> "
EX_cspg_b[e],"Exchange of Chondroitin Sulfate B / Dermatan Sulfate (Idoa2S-Galnac4S) Proteoglycan ",,"Exchange/demand reaction","Chondroitin Sulfate B / Dermatan Sulfate (Idoa2S-GalNac4S) Proteoglycan  <=> "
EX_cspg_c[e],"Exchange of Chondroitin Sulfate C (Galnac6S-Glca) Proteoglycan ",,"Exchange/demand reaction","Chondroitin Sulfate C (GalNac6S-Glca) Proteoglycan  <=> "
EX_cspg_d[e],"Exchange of Chondroitin Sulfate D (GlcNac6S-Glca2S) Proteoglycan ",,"Exchange/demand reaction","Chondroitin Sulfate D (GlcNac6S-Glca2S) Proteoglycan  <=> "
EX_cspg_e[e],"Exchange of Chondroitin Sulfate E (Galnac4, 6Dis-Glca) Proteoglycan ",,"Exchange/demand reaction","Chondroitin Sulfate E (GalNac4,6Dis-Glca) Proteoglycan  <=> "
EX_cyan[e],"Exchange of Hydrogen Cyanide ",,"Exchange/demand reaction","Hydrogen Cyanide  <=> "
EX_dag_hs[e],"Exchange of Diglyceride",,"Exchange/demand reaction","Diglyceride  <=> "
EX_dcsptn1[e],"Exchange of Docosa-4, 7, 10, 13, 16-Pentaenoic Acid (N-6) ",,"Exchange/demand reaction","(4Z,7Z,10Z,13Z,16Z)-Docosa-4,7,10,13,16-Pentaenoic Acid  <=> "
EX_debrisoquine[e],"Exchange of Debrisoquine ",,"Exchange/demand reaction","Debrisoquine  <=> "
EX_dgchol[e],"Exchange of Chenodeoxyglycocholate ",,"Exchange/demand reaction","Glycochenodeoxycholate  <=> "
EX_dhdascb[e],"Exchange of Dehydroascorbide",,"Exchange/demand reaction","Dehydroascorbide  <=> "
EX_dheas[e],"Exchange of Dehydroepiandrosterone Sulfate ",,"Exchange/demand reaction","3Beta-Hydroxyandrost-5-En-17-One 3-Sulfate  <=> "
EX_dhf[e],"Exchange of 7, 8-Dihydrofolate ",,"Exchange/demand reaction","7,8-Dihydrofolate  <=> "
EX_digalsgalside_hs[e],"Exchange of Digalactosylceramidesulfate ",,"Exchange/demand reaction","Digalactosylceramidesulfate  <=> "
EX_dlnlcg[e],"Exchange of Dihomo-Gamma-Linolenic Acid (N-6) ",,"Exchange/demand reaction","Dihomo-Gamma-Linolenate  <=> "
EX_dmantipyrine[e],"Exchange of Demethylated Antipyrine ",,"Exchange/demand reaction","Demethylated Antipyrine  <=> "
EX_dmhptcrn[e],"Exchange of 2, 6 Dimethylheptanoyl Carnitine ",,"Exchange/demand reaction","2,6 Dimethylheptanoyl Carnitine  <=> "
EX_dopa[e],"Exchange of Dopamine ",,"Exchange/demand reaction","Dopamine  <=> "
EX_dopasf[e],"Exchange of Dopamine 3-O-Sulfate ",,"Exchange/demand reaction","Dopamine 3-O-Sulfate  <=> "
EX_eaflatoxin[e],"Exchange of 8, 9 Epxoy Aflatoxin B1 ",,"Exchange/demand reaction","Aflatoxin B1 Exo-8,9-Epoxide  <=> "
EX_ebastine[e],"Exchange of Ebastine ",,"Exchange/demand reaction","Ebastine  <=> "
EX_ebastineoh[e],"Exchange of Hydroxylated Ebastine ",,"Exchange/demand reaction","Hydroxylated Ebastine  <=> "
EX_eicostet[e],"Exchange of Eicosatetranoic Acid ",,"Exchange/demand reaction","Omega-3-Arachidonic Acid  <=> "
EX_elaid[e],"Exchange of Elaidic Acid ",,"Exchange/demand reaction","(9E)-Octadecenoic Acid  <=> "
EX_estradiol[e],"Exchange of Estradiol ",,"Exchange/demand reaction","Estradiol  <=> "
EX_estradiolglc[e],"Exchange of Estradiol Glucuronide ",,"Exchange/demand reaction","17Beta-Estradiol 3-Glucosiduronic Acid  <=> "
EX_estriolglc[e],"Exchange of 16-Glucuronide-Estriol ",,"Exchange/demand reaction","16-Glucuronide-Estriol  <=> "
EX_estroneglc[e],"Exchange of Estrone Glucuronide ",,"Exchange/demand reaction","Estrone 3-Glucosiduronic Acid  <=> "
EX_estrones[e],"Exchange of Estrone 3-Sulfate ",,"Exchange/demand reaction","Estrone 3-Sulfate  <=> "
EX_fuc13galacglcgal14acglcgalgluside_hs[e],"Exchange of Iii3Fuc-Nlc6Cer ",,"Exchange/demand reaction","Iii3Fuc-Nlc6Cer  <=> "
EX_fuc14galacglcgalgluside_hs[e],"Exchange of Lea Glycolipid ",,"Exchange/demand reaction","Lea Glycolipid  <=> "
EX_fucacgalfucgalacglcgalgluside_hs[e],"Exchange of (Gal)2 (Galnac)1 (Glc)1 (GlcNac)1 (LFuc)2 (Cer)1 ",,"Exchange/demand reaction","(Gal)2 (GalNac)1 (Glc)1 (GlcNac)1 (LFuc)2 (Cer)1  <=> "
EX_fucacngal14acglcgalgluside_hs[e],"Exchange of Iv3-A-Neuac, Iii3-A-Fuc-Nlc4Cer ",,"Exchange/demand reaction","Iv3-A-Neuac,Iii3-A-Fuc-Nlc4Cer  <=> "
EX_fucacngalacglcgalgluside_hs[e],"Exchange of Iv3-A-Neu5Ac, Iii4-A-Fuc-Lc4Cer ",,"Exchange/demand reaction","Iv3-A-Neu5Ac,Iii4-A-Fuc-Lc4Cer  <=> "
EX_fucfuc12gal14acglcgalgluside_hs[e],"Exchange of Ley Glycolipid ",,"Exchange/demand reaction","Ley Glycolipid  <=> "
EX_fucfuc132galacglcgal14acglcgalgluside_hs[e],"Exchange of V3Fuc, Iii3Fuc-Nlc6Cer ",,"Exchange/demand reaction","V3Fuc,Iii3Fuc-Nlc6Cer  <=> "
EX_fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs[e],"Exchange of (Gal)4 (Glc)1 (GlcNac)3 (LFuc)3 (Cer)1 ",,"Exchange/demand reaction","(Gal)4 (Glc)1 (GlcNac)3 (LFuc)3 (Cer)1  <=> "
EX_fucfucfucgalacglcgal14acglcgalgluside_hs[e],"Exchange of (Gal)3 (Glc)1 (GlcNac)2 (LFuc)3 (Cer)1 ",,"Exchange/demand reaction","(Gal)3 (Glc)1 (GlcNac)2 (LFuc)3 (Cer)1  <=> "
EX_fucfucgalacglcgalgluside_hs[e],"Exchange of Leb Glycolipid ",,"Exchange/demand reaction","Leb Glycolipid  <=> "
