Rxn,min_AST,max_AST,min_GBM,max_GBM,min_ODG,max_ODG,Formula
EX_ade[e],233.170053436613,526.129733948036,982.947205252199,982.947424505856,572.318849757124,572.320029528911,"Adenine  <=> "
EX_adp[e],-3.05375806419761e-06,-0,-1.01181983609422e-05,-0,-1.37787908442988e-05,-0,"Adenosine Diphosphate  <=> "
EX_adpac[e],-1.11971130536404e-05,-0,NaN,NaN,-4.47818603106498e-05,-0,"Adipic Acid  <=> "
EX_adrnl[e],NaN,NaN,-5.40657072924944e-05,-0,NaN,NaN,"Adrenaline  <=> "
EX_ala_B[e],NaN,NaN,-0.00026048104803067,0.000195931813962602,NaN,NaN,"Beta-Alanine  <=> "
EX_arab_L[e],-1000,-0,-720.084795563877,-0,-1000,-0,"L-Arabinose  <=> "
EX_arachd[e],-138.318495602454,-0,-0.000127119565945577,-0,-0.000277685732271493,-0,"Arachidonate  <=> "
EX_arg_L[e],173.643012543841,945.84419843508,-110.727517222523,-110.725406968401,-43.7604054543415,-43.76034401992,"L-Arginine  <=> "
EX_asn_L[e],-415.091194273164,-42.1212515437369,-42.2324530616025,-42.232413663299,-219.362186635318,-219.361352509805,"L-Asparagine  <=> "
EX_asp_L[e],NaN,NaN,-0.000114228802672756,-0,957.049963277061,957.050094711308,"L-Aspartate  <=> "
EX_atp[e],-543.137423274326,-384.288916820301,-1000,-999.999790864541,-586.063013925699,-586.061834153928,"Adenosine Triphosphate  <=> "
EX_bilirub[e],-0,10.4810748944001,-0,8.63056698596765e-06,-0,2.33158910134534e-06,"Bilirubin  <=> "
EX_c10crn[e],-0,3.05375807840846e-06,-0,9.39092482335557e-06,-0,1.1201283086848e-05,"Decanoyl Carnitine  <=> "
EX_c12dc[e],NaN,NaN,-0,2.32870278011887e-05,NaN,NaN,"Dodecanedioyl Carnitine  <=> "
EX_c16dc[e],-0,1.11971130062708e-05,-0,2.45676913870362e-05,NaN,NaN,"Hexadecanedioic Acid Mono-L-Carnitine Ester  <=> "
EX_c3dc[e],-0,3.05375810683017e-06,-0,9.69552365592818e-06,-0,1.14318519308654e-05,"Malonyl Carnitine  <=> "
EX_c51crn[e],-0,234.499405474622,-0,0.000176598589746391,-0,2.6585206683194e-05,"Tiglyl Carnitine  <=> "
EX_c5dc[e],-0,99.8036232400843,-0,0.000138859136818326,-0,1.23780831753351e-05,"Glutaryl Carnitine  <=> "
EX_c8crn[e],-0,87.3897134076641,NaN,NaN,NaN,NaN,"Octanoyl Carnitine  <=> "
EX_cala[e],-0,5.59855652682018e-06,-0,3.32241331406635e-05,-0,2.47572289708842e-05,"N-Carbamoyl-Beta-Alaninate  <=> "
EX_caproic[e],-0,99.0096318756353,-0,0.000563221696154415,-0,0.000370247660953282,"Caproic Acid  <=> "
EX_cholp[e],-353.021100180994,335.822959758172,-378.131388395786,-44.7969113584517,-20.9449435201609,-20.9441567438999,"Choline Phosphate  <=> "
EX_chsterol[e],39.5391864274754,67.9488566022929,25.4008309800456,25.4012618069257,54.905061628163,54.9058434263972,"Cholesterol  <=> "
EX_chsterols[e],-0,3.99896892742748e-07,NaN,NaN,NaN,NaN,"Cholesterol Sulfate  <=> "
EX_co2[e],444.368701162637,1000,416.112173539747,416.118734726949,863.716167792483,863.716843670198,"Carbon Dioxide  <=> "
EX_co[e],-0,10.4810748944002,-0,8.63056704636378e-06,-0,2.33158915818876e-06,"Carbon Monoxide  <=> "
EX_creat[e],-1000,-227.79881410876,NaN,NaN,NaN,NaN,"Creatine  <=> "
EX_crm_hs[e],-0,1.67956695094063e-06,NaN,NaN,NaN,NaN,"N-Acylsphingosine  <=> "
EX_crn[e],-1000,-378.075761897923,-334.300281467785,-334.287687234466,-1000,-999.999928567779,"L-Carnitine  <=> "
EX_crvnc[e],-1.11971130583773e-05,-0,-0.000175966466604589,3.98983494465099e-06,-23.6008397078744,-23.6007300673465,"Cervonic Acid, C22:6 N-3  <=> "
EX_cyst_L[e],-0,1.11971139631351e-05,NaN,NaN,-0,5.33923437160411e-05,"L-Cystathionine  <=> "
EX_cytd[e],-7.30770485263406,-7.30770179887593,-7.32702563115966,-7.32695039356931,-5.9049654682982,-5.90495451037589,"Cytidine  <=> "
EX_ddecrn[e],-0,258.665128625271,-0,0.00520740517082174,-0,5.80288856822761e-05,"Lauroyl Carnitine  <=> "
EX_docosdiac[e],-0,1.52687904630966e-06,-0,4.61669805718046e-06,NaN,NaN,"Docosanedioicacid  <=> "
EX_dodecanac[e],NaN,NaN,0,2.33167771714908e-05,NaN,NaN,"Dodecanedioic Acid  <=> "
EX_dolichol_L[e],NaN,NaN,NaN,NaN,-0,5.06541909779175e-08,"Dolichol, Human Liver Homolog  <=> "
EX_dopa[e],-209.420016174187,-0,NaN,NaN,NaN,NaN,"Dopamine  <=> "
EX_eic21114tr[e],-0,1.3436535607525e-06,-0,4.17341952196892e-06,-0,5.87606284341291e-06,"Trans,Cis,Cis-2,11,14-Eicosatrienoic Acid  <=> "
EX_ethamp[e],-341.680560123812,318.753830573629,10.4396245322685,343.773661283648,-6.74496011614596,-6.74456458995554,"Ethanolamine Phosphate  <=> "
EX_etoh[e],-1.11971130062708e-05,-0,-4.46020358886301e-05,-0,-7.24819421407119e-05,-0,"Ethanol  <=> "
EX_fru[e],NaN,NaN,304.862565801517,324.313439024334,NaN,NaN,"D-Fructose  <=> "
EX_fuc13galacglcgal14acglcgalgluside_hs[e],NaN,NaN,-0,3.04241808060287e-06,NaN,NaN,"Iii3Fuc-Nlc6Cer  <=> "
EX_fucacngalacglcgalgluside_hs[e],NaN,NaN,-0,1.97154602110672e-06,NaN,NaN,"Iv3-A-Neu5Ac,Iii4-A-Fuc-Lc4Cer  <=> "
EX_galt[e],-211.798005890916,1000,-646.065634458268,1000,-108.232200936217,2.43547527531973e-05,"Galactitol  <=> "
EX_gdp[e],-1.52687904630966e-06,-0,NaN,NaN,-6.84692730601455e-06,-0,"Guanosine-5'-Diphosphate  <=> "
EX_glcr[e],-0,3.73237110630321e-06,-0,1.16074429232782e-05,-0,1.63239326596437e-05,"D-Glucarate  <=> "
EX_glcur[e],-0,3.73237101788012e-06,0,1.16074429659108e-05,-0,1.65674142955652e-05,"D-Glucuronate  <=> "
EX_gln_L[e],-1000,-633.540144812559,-1000,-999.999773840691,-39.7089985006761,-39.7085458979071,"L-Glutamine  <=> "
EX_glu_L[e],-111.320279057448,-0,-0.000926111049238898,8.72305900045944e-06,-732.26669947734,-732.265340160444,"L-Glutamate  <=> "
EX_gly[e],146.564961018739,1000,862.12295158669,862.12506184082,-59.9680305038634,-59.9677583036841,"Glycine  <=> "
EX_glyc[e],8.52289741338349,14.204831448347,-985.757875156293,14.2423402571464,-204.986254223181,11.479258392214,"Glycerol  <=> "
EX_glyc_S[e],-0,474.943141403122,-0,0.000406892053149477,-0,9.62509708415382e-05,"(S)-Glycerate  <=> "
EX_glyclt[e],-0,338.225723925455,NaN,NaN,-0,0.0011107429452295,"Glycolate  <=> "
EX_gq1balpha_hs[e],-0,8.83982611285966e-07,-0,2.84414047442128e-06,-0,3.79119057924981e-06,"Gq1Balpha  <=> "
EX_gsn[e],-0,1.52687904630966e-06,NaN,NaN,-0,1.32844106701668e-05,"Guanosine  <=> "
EX_gthox[e],-0,500.00000076344,-0,360.042397781955,91.0313969057553,91.0318063449515,"Glutathione Disulfide (Oxidized Glutathione)  <=> "
EX_gthrd[e],-1000,1.52687905341509e-06,-720.084795563835,4.70657251491992e-06,-187.736468144939,-187.735462578834,"Reduced Glutathione  <=> "
EX_gtp[e],NaN,NaN,-3.34650286504257e-06,-0,NaN,NaN,"Guanosine-5'-Triphosphate  <=> "
EX_h2o2[e],-500.00000076344,-0,-360.042397781955,-0,-91.0318063449515,-91.0313969057553,"Hydrogen Peroxide  <=> "
EX_hdl_hs[e],NaN,NaN,-14.2423402571463,-14.2421248437071,NaN,NaN,"High Density Lipoprotein  <=> "
EX_his_L[e],-19.0547744232049,-19.054774404652,-19.1051509235751,-19.105074512202,-15.3971346680554,-15.397121990152,"L-Histidine  <=> "
EX_hista[e],-90.3443551526293,-0,NaN,NaN,NaN,NaN,"Histamine  <=> "
EX_homoval[e],-0,1000,-0,1000,-0,0.00111074298251879,"Homovanillate  <=> "
EX_hxan[e],-0,134.111176093235,-0,0.000130240522651093,NaN,NaN,"Hypoxanthine  <=> "
EX_hxcoa[e],NaN,NaN,-0,1.56270748519205e-05,NaN,NaN,"Hexanoyl Coenzyme A (N-C6:0Coenzyme A)  <=> "
EX_idour[e],-0,3.97737108245736e-07,-0,7.31367775091973e-07,-0,1.01800695673226e-06,"L-Iduronate  <=> "
EX_ile_L[e],-518.067294941197,-43.124153538076,-222.55450657639,-43.237991126226,-34.8463774324522,-34.846272049576,"L-Isoleucine  <=> "
EX_im4ac[e],-0,90.3443551526293,-0,7.64113727882432e-05,-0,1.26779043512215e-05,"Imidazol-4-Ylacetate  <=> "
EX_ind3ac[e],NaN,NaN,-0,7.64113725608695e-05,-0,1.26779032214586e-05,"Indole-3-Acetate  <=> "
EX_inost[e],-3.51457589534308,-3.51456469823,-3.52448777638583,-3.523842319605,-320.172812117941,-320.171042460269,"Myo-Inositol  <=> "
EX_ivcrn[e],-0,160.674349296556,-0,0.000151553782188785,-0,1.97004412711976e-05,"Isovaleryl Carnitine  <=> "
EX_lac_D[e],-0,3.05375809261932e-06,NaN,NaN,NaN,NaN,"(R)-Lactate  <=> "
EX_lac_L[e],-731.978168664322,1000,NaN,NaN,-617.921998539096,1000,"(S)-Lactate  <=> "
EX_lcts[e],NaN,NaN,NaN,NaN,-0,1.06376777466721e-05,"Lactose  <=> "
EX_ldl_hs[e],-14.204831448347,-8.52289741338349,NaN,NaN,-11.4781651660176,-11.4780088063698,"Low Density Lipoprotein  <=> "
EX_leu_L[e],-242.911093183804,-82.2367438872479,-82.4542363754997,-82.453829483448,-66.4510404897619,-66.451019089248,"L-Leucine  <=> "
EX_leuktrB4[e],-0,1.11971130536404e-05,-4.53355336471617e-06,0.000100721188232455,-0,3.60590877335198e-05,"Leukotriene B4  <=> "
EX_leuktrB4wcooh[e],NaN,NaN,-0,8.7230590146703e-06,NaN,NaN,"W-Carboxy Leukotriene B4  <=> "
EX_leuktrB4woh[e],-0,2.39938136863722e-06,NaN,NaN,-0,8.12856827536734e-06,"W-Hydroxyl Leukotriene B4  <=> "
EX_leuktrC4[e],-1000,-0,-0.000406892050932584,-0,-0.00111074296228253,-0,"Leukotriene C4  <=> "
EX_leuktrD4[e],-0,1000,-0,0.000406892051273644,-0,0.00111074294386526,"Leukotriene D4  <=> "
EX_lnlc[e],-1.11971130536404e-05,-0,-4.38315731390304e-05,-0,-6.75757379866582e-05,-0,"Linoleate  <=> "
EX_lys_L[e],-189.075385367628,-89.256828725188,-89.4926120176499,-89.492445688638,-72.1235819843599,-72.123566049688,"L-Lysine  <=> "
EX_mag_hs[e],-39.9786180245751,-39.978606827462,-59.5349640434489,-40.0841060923083,-32.3056383771921,-32.3044766906759,"Monoacylglycerol 2  <=> "
EX_magarachi_hs[e],-0,1.11971130749566e-05,-0,3.80813808149583e-05,-0,5.33923448671203e-05,"1-Arachidonoyl Glycerol  <=> "
EX_maglinl_hs[e],-0,1.11971130749566e-05,-0,3.80813808149583e-05,-0,5.33923448671203e-05,"1-Linoleoylglycerol  <=> "
EX_magole_hs[e],-0,1.11971130749566e-05,-0,3.80813808149583e-05,-0,5.33923448671203e-05,"1-Oleoylglycerol  <=> "
EX_magpalm_hs[e],-0,1.11971130749566e-05,-0,3.80813808149583e-05,-0,5.33923448671203e-05,"1-Palmitoylglycerol  <=> "
EX_magste_hs[e],-0,1.11971130749566e-05,-0,3.80813808149583e-05,-0,5.33923448671203e-05,"1-Stearoylglycerol  <=> "
EX_man[e],-211.798005890915,-0,-19.450823128822,-0,-108.232200936219,-0,"D-Mannose  <=> "
EX_meoh[e],-211.798005890915,-0,NaN,NaN,-1.95558147879638e-05,-0,"Methanol  <=> "
EX_mepi[e],NaN,NaN,-5.40657075021045e-05,-0,NaN,NaN,"Metanephrine  <=> "
EX_mercplaccys[e],-0,272.442902924025,153.764251152512,333.081898335848,-0,0.000105382881145033,"3-Mercaptolactate-Cysteine Disulfide  <=> "
EX_met_L[e],-23.0663487906687,-23.066337593556,-23.1272590474073,-23.127227281206,-18.6387003924016,-18.638647000056,"L-Methionine  <=> "
EX_mhista[e],NaN,NaN,-0.000122372831356188,-0,NaN,NaN,"N(Tele)-Methylhistaminium  <=> "
EX_mvlac[e],NaN,NaN,NaN,NaN,-0,0.000370247656462652,"Mevalonate-Lactone  <=> "
EX_normete_L[e],-0,4.58063716024526e-06,NaN,NaN,-0,1.34561963420765e-05,"L-Normetanephrine  <=> "
EX_nrpphr[e],-110.413535746728,-0,-8.26101277766611e-05,-0,-1.3456196882089e-05,-0,"Norepinephrine  <=> "
EX_o2[e],-1000,-861.681504397546,-1000,-999.999872880434,-1000,-999.99972231426,"Oxygen  <=> "
EX_ocdca[e],-1000,-726.417360279607,-358.484643811267,-358.474927438532,-1000,-999.999680729495,"Octadecanoate (N-C18:0)  <=> "
EX_octa[e],-1.11971131104838e-05,-0,-3.59331487125303e-05,-0,-5.33923439434147e-05,-0,"Octanoate (N-C8:0)  <=> "
EX_orn[e],-1000,-0,-9.14828103759646e-05,-0,-1.29740732290884e-05,-0,"Ornithine  <=> "
EX_oxa[e],-0,41.6581541808665,-0,0.000338833619075274,-0,8.16609249110747e-06,"Oxalate  <=> "
EX_pac[e],-0,68.1151571579638,-0,7.64113726745563e-05,-0,1.26779034630431e-05,"Phenylacetate  <=> "
EX_pailar_hs[e],-0,1.11971130731803e-05,0,3.69901867309785e-05,0,5.60884641345183e-05,"1-Arachidonoylglycerophosphoinositol  <=> "
EX_pailpalm_hs[e],-0,1.11971130731803e-05,0,3.69901867096623e-05,0,5.6088460155479e-05,"1-Palmitoylglycerophosphoinositol  <=> "
EX_pailste_hs[e],-0,1.11971130731803e-05,-0,3.69901866457134e-05,-0,5.6088461519721e-05,"1-Stearoylglycerophosphoinositol  <=> "
EX_pchol2linl_hs[e],-0,28.409662896694,-0,28.4846805142926,-0,22.9563303320368,"2-Linoleoylglycerophosphocholine  <=> "
EX_pchol2ole_hs[e],-0,28.409662896694,0,28.4846805142926,0,22.9563303320357,"2-Oleoylglycerophosphocholine  <=> "
EX_pchol2palm_hs[e],-0,28.409662896694,0,28.4846864501981,0,22.9563374293786,"2-Palmitoylglycerophosphocholine  <=> "
EX_pchol2ste_hs[e],-0,28.409662896694,0,28.4846805142927,0,22.9563303320363,"2-Stearoylglycerophosphocholine  <=> "
EX_pcholar_hs[e],-0,28.409662896694,0,28.4846805142926,0,22.9563303320361,"1-Arachidonoyl-Glycero-3-Phosphocholine  <=> "
EX_pcholdoc_hs[e],-0,28.409662896694,0,28.4846805142926,0,22.9563303320356,"1-Docosahexaenoylglycerophosphocholine  <=> "
EX_pcholeic_hs[e],-0,28.409662896694,0,28.4846805142927,0,22.9563303320354,"1-Eicosadienoylglycerophosphocholine (Delta 11,14)  <=> "
EX_pcholet_hs[e],-0,28.409662896694,0,28.4846805142927,0,22.9563303320358,"1-Eicosatrienoylglycerophosphocholine (Delta 11, 14, 17)  <=> "
EX_pcholhep_hs[e],-0,28.409662896694,0,28.4846805142927,0,22.9563303320366,"1-Heptadecanoylglycerophosphocholine  <=> "
EX_pchollinl_hs[e],-0,28.409662896694,0,28.4846805142926,0,22.9563303320351,"1-Linoleoylglycerophosphocholine (Delta 9,12)  <=> "
EX_pcholmyr_hs[e],-0,28.409662896694,0,28.4846805142927,0,22.9563303320361,"1-Myristoylglycerophosphocholine  <=> "
EX_pcholn15_hs[e],-0,28.409662896694,0,28.4846805142926,0,22.9563303320359,"1-Pentadecanoylglycerophosphocholine, Sn1-Lpc (15:0)  <=> "
EX_pcholn1836_hs[e],-0,28.409662896694,0,28.4846805142926,0,22.956330332035,"1-Octadeca-Trienoylglycerophosphocholine, Sn1-Lpc (18:3, Delta 6, 9, 12)  <=> "
EX_pcholn183_hs[e],-0,28.409662896694,0,28.4846805142926,0,22.9563303320361,"1-Octadeca-Trienoylglycerophosphocholine, Sn1-Lpc (18:3, Delta 9, 12, 15)  <=> "
EX_pcholn19_hs[e],-0,28.409662896694,0,28.4846805142927,0,22.9563303320356,"1-Nonadecanoylglycerophosphocholine, Sn1-Lpc (19:0)  <=> "
EX_pcholn201_hs[e],-0,28.409662896694,0,28.4846805142926,0,22.9563303320358,"1-Eicosenoylglycerophosphocholine (Delta 11) ,Sn1-Lpc (20:1)  <=> "
EX_pcholn203_hs[e],-0,28.409662896694,0,28.4846805142927,0,22.956330332036,"1-Dihomo-Linolenoylglycerophosphocholine (20:3, Delta 8, 11, 14), Lysopc A C20:3  <=> "
EX_pcholn204_hs[e],-0,28.409662896694,0,28.4846805142928,0,22.9563303320363,"1-Eicosatetraenoylglycerophosphocholine (Delta 8, 11, 14, 17), Sn1-Lpc (20:4)  <=> "
EX_pcholn205_hs[e],-0,28.409662896694,0,28.4846805142927,0,22.9563303320366,"1-Eicosapentenoylglycerophosphocholine (Delta 5, 8, 11, 14, 17), Sn1-Lpc (20:5)  <=> "
EX_pcholn224_hs[e],-0,28.409662896694,0,28.4846805142927,0,22.956330332036,"1-Docosatetraenoylglycerophosphocholine (Delta 7, 10, 13, 16), Sn1-Lpc (22:4)  <=> "
EX_pcholn2254_hs[e],-0,28.409662896694,0,28.4846805142926,0,22.9563303320355,"1-Docosapentenoylglycerophosphocholine (Delta 4, 7, 10, 13, 16), Sn1-Lpc (22:5)-W6  <=> "
EX_pcholn225_hs[e],-0,28.409662896694,0,28.4846805142927,0,22.9563303320369,"1-Docosapentenoylglycerophosphocholine (Delta 7, 10, 13, 16, 19), Sn1-Lpc (22:5)-W3  <=> "
EX_pcholn226_hs[e],-0,28.409662896694,0,28.4846805142928,0,22.9563303320359,"1-Docosahexenoylglycerophosphocholine (Delta 4, 7, 10, 13, 16, 19), Sn1-Lpc (22:6)  <=> "
EX_pcholn24_hs[e],-0,28.409662896694,0,28.4846805142927,0,22.9563303320357,"1-Lignocericylglycerophosphocholine (24:0), Lysopc A C24  <=> "
EX_pcholn261_hs[e],-0,28.409662896694,0,28.4846864501983,0,22.9563374293794,"Lysopc A C26:1 (Delta 5)  <=> "
EX_pcholn281_hs[e],-0,28.409662896694,0,28.4846864501981,0,22.9563374293703,"Lysopc A C28:1 (Delta 5)  <=> "
EX_pcholn28_hs[e],-0,28.409662896694,0,28.4846864501983,0,22.9563374293785,"Lysopc A C28:0  <=> "
EX_pcholole_hs[e],-0,28.409662896694,0,28.4846805142927,0,22.9563303320361,"1-Oleoylglycerophosphocholine (Delta 9)  <=> "
EX_pcholpalm_hs[e],-0,28.409662896694,0,28.4846805142927,0,22.9563303320355,"1-Palmitoylglycerophosphocholine  <=> "
EX_pcholpalme_hs[e],-0,28.409662896694,0,28.4846805142927,0,22.9563303320354,"1-Palmitoleoylglycerophosphocholine (Delta 9)  <=> "
EX_pcholste_hs[e],-0,28.409662896694,0,28.4846805142927,0,22.9563303320352,"1-Stearoylglycerophosphocholine  <=> "
EX_pe12_hs[e],-0,1.97596115469878e-06,0,6.23934700172413e-06,0,8.80010137294107e-06,"1-Didecanoylglycerophosphoethanolamine (C12:0 Pe)  <=> "
EX_pe13_hs[e],-0,1.97596115469878e-06,0,6.2393469946187e-06,0,8.80010141557364e-06,"1-Tridecanoylglycerophosphoethanolamine (C13:0 Pe)  <=> "
EX_pe14_hs[e],-0,1.97596115469878e-06,0,6.23934705146212e-06,0,8.80010133741393e-06,"1-Myristoylglycerophosphoethanolamine (C14:0 Pe)  <=> "
EX_pe15_hs[e],-0,1.97596115469878e-06,0,6.23934700172413e-06,0,8.80010108872398e-06,"1-Pentadecanoylglycerophosphoethanolamine (C15:0 Pe)  <=> "
EX_pe161_hs[e],-0,1.97596115469878e-06,0,6.23934704435669e-06,0,8.80010127346509e-06,"1-Hexadecenoylglycerophosphoethanolamine (C16:1 Pe, Delta 9)  <=> "
EX_pe17_hs[e],-0,1.97596115469878e-06,0,6.23934710120011e-06,0,8.80010127346509e-06,"1-Heptadecanoylglycerophosphoethanolamine (C17:0 Pe)  <=> "
EX_pe203_hs[e],-0,1.97596115469878e-06,0,6.23934702304041e-06,0,8.80010117398911e-06,"1-Eicosatrienoylglycerophosphoethanolamine (Delta 11, 14, 17), Lpe (20:3)  <=> "
EX_pe224_hs[e],-0,1.97596115469878e-06,0,1.79224392766741e-05,0,2.52785383629828e-05,"1-Docosatetraenoyglycerophosphoethanolamine (22:4, Delta 7, 10, 13, 16)  <=> "
EX_pe226_hs[e],-0,1.97596115469878e-06,0,6.23934700172413e-06,0,8.80010144399535e-06,"1-Docosahexenoylglyceroethanolamine (Delta 4, 7, 10, 13, 16, 19), Lpe (22:6)  <=> "
EX_pe2linl_hs[e],-0,1.97596114048793e-06,0,6.2393469946187e-06,0,8.80010120241081e-06,"2-Linoleoylglycerophosphoethanolamine  <=> "
EX_pear_hs[e],-0,1.97596115469878e-06,0,6.23934703725126e-06,0,8.80010123083252e-06,"1-Arachidonoyl-Sn-Glycero-3-Phosphoethanolamine  <=> "
EX_pedh203_hs[e],-0,1.97596115469878e-06,0,6.23934708698926e-06,0,8.80010124504338e-06,"1-Dihomo-Linolenoylglycerophosphoethanolamine (20:3, Delta 8, 11, 14)  <=> "
EX_pelinl_hs[e],-0,1.97596115469878e-06,0,6.2393469946187e-06,0,8.80010108872398e-06,"1-Linoleoylglycerophosphoethanolamine (Delta 9,12)  <=> "
EX_peole_hs[e],-0,1.97596114048793e-06,0,6.23934706567297e-06,0,8.80010098924799e-06,"1-Oleoylglycerophosphoethanolamine (Delta 9)  <=> "
EX_pepalm_hs[e],-0,1.97596114048793e-06,0,6.2393469946187e-06,0,8.80010145465349e-06,"1-Palmitoylglycerophosphoethanolamine  <=> "
EX_peplys[e],-26.506316513999,-0,-2.18205801214566e-05,-0,-4.72043259378552e-05,-0,"Peptidyl-L-Lysine  <=> "
EX_peste_hs[e],-0,1.97596114048793e-06,-0,6.23934703725126e-06,-0,8.80010131254494e-06,"1-Stearoylglycerophosphoethanolamine  <=> "
EX_phe_L[e],-514.055731752294,-39.112590349172,-218.532353807349,-39.2158383572219,-31.6048524225547,-31.604747039672,"L-Phenylalanine  <=> "
EX_phpyr[e],0,474.943141403119,0,179.316515450138,0,0.0001053828835893,"Keto-Phenylpyruvate  <=> "
EX_pi[e],999.999996946242,1000,999.999990202238,1000,999.999986390041,1000,"Orthophosphate  <=> "
EX_pnto_R[e],-1.19969058687275e-06,-0,-1.56270748696841e-05,-0,-5.23168219501713e-06,-0,"(R)-Pantothenate  <=> "
EX_ppa[e],-1000,-689.60020630637,-1000,-999.999451606563,NaN,NaN,"Propionate  <=> "
EX_ppi[e],-0,3.05375812104103e-06,-0,0.000209135457680532,NaN,NaN,"Diphosphate  <=> "
EX_ppp9[e],NaN,NaN,-0,5.02659806250749e-06,NaN,NaN,"Protoporphyrin  <=> "
EX_pro_L[e],-99.0496528306903,387.334242041892,159.996645271493,159.999416907553,-50.2433943040658,-50.2432994467857,"L-Proline  <=> "
EX_prpp[e],NaN,NaN,NaN,NaN,0,1.36099586143246e-05,"5-Phospho-Alpha-D-Ribose 1-Diphosphate  <=> "
EX_ptrc[e],-0,555.631298837363,NaN,NaN,NaN,NaN,"Putrescine  <=> "
EX_pyr[e],-1000,1000,430.734826258304,789.367933158245,-223.602401482584,992.864195960723,"Pyruvate  <=> "
EX_q10h2[e],-0,3.32587546836294e-07,0,9.31253111957631e-07,0,9.16710973797308e-07,"Ubiquinol-10  <=> "
EX_ser_L[e],-1000,-307.558464572394,-639.179344622086,-619.718109070562,-886.283637678879,-886.283161297334,"L-Serine  <=> "
EX_sl_L[e],-0,89.1593701108062,-0,0.000107040479349507,-0,7.14760581814744e-05,"(S)-3-Sulfonatolactate  <=> "
EX_so3[e],84.8367546726674,671.666674019438,-31.8333314513935,326.799960718799,-0.000105382882651384,-0,"Sulfite  <=> "
EX_so4[e],-0,3.05375809261932e-06,-2.23561634501871e-06,0.00128798191455104,-0,5.74787517777509e-05,"Sulfate  <=> "
EX_sphings[e],0,584.221994935036,-0,0.00017232292341518,835.630983328062,835.631428219085,"Sphingosine  <=> "
EX_srtn[e],NaN,NaN,-8.26101277198177e-05,-0,NaN,NaN,"Serotonin  <=> "
EX_subeac[e],-1.11971130062708e-05,-0,NaN,NaN,-4.47818603106498e-05,-0,"Suberic Acid  <=> "
EX_succ[e],NaN,NaN,NaN,NaN,541.244739532418,541.24505488568,"Succinate  <=> "
EX_thbpt[e],NaN,NaN,-0,7.32754885213183e-06,NaN,NaN,"5,6,7,8-Tetrahydrobiopterin  <=> "
EX_thr_L[e],-47.1357167728743,-47.13571672698,-47.2605058477628,-47.26014389523,-38.0877972598654,-38.0877970594799,"L-Threonine  <=> "
EX_thymd[e],-130.218036043857,-1.973371926422,-598.746269296737,-598.745565878693,-1.59463025796339,-1.59457402317196,"Thymidine  <=> "
EX_trp_L[e],-2.00578159640497,-2.005781594452,-2.01115279587532,-2.01107638450196,-1.62077518285513,-1.62076250495204,"L-Tryptophan  <=> "
EX_tsul[e],-0,454.071504873375,-0,358.63303090032,-0,0.000105382882651384,"Thiosulfate  <=> "
EX_tyr_L[e],-24.0692287137756,150.710193945701,-24.1329503520406,-24.132765473457,-19.4491168280305,-19.449028252532,"L-Tyrosine  <=> "
EX_ump[e],NaN,NaN,0,0.000209135457794218,-0,1.36099590264394e-05,"Uridine-5'-Monophosphate  <=> "
EX_urate[e],-139.274948761323,-0,-0.000732025709396567,-0,-0.000555371477503286,-0,"Urate  <=> "
EX_urea[e],-0,139.274948761323,-0,0.000732025709396567,-0,0.000555371477503286,"Urea  <=> "
EX_uri[e],-8.05659684288855,-8.05659124433157,-8.07806787934207,-8.07785874388196,-6.51011590706014,-6.51009114983208,"Uridine  <=> "
EX_val_L[e],-542.183197649926,-53.152910767694,-232.609737358351,-53.293221908169,-42.9501090795231,-42.949962767444,"L-Valine  <=> "
EX_vanillac[e],-0,474.943141403121,-0,0.000184878584171599,-0,8.85754994328636e-05,"Vanil-Lactate  <=> "
EX_xolest181_hs[e],-0,28.409662896694,-0,0.000406892050818897,-0,0.000370247652142552,"1-Vaccenoyl-Cholesterol, Cholesterol-Ester (18:1, Delta 11)  <=> "
EX_xolest204_hs[e],-0,28.409662896694,-0,0.000406892050818897,-0,0.000370247652142552,"Cholesteryl Arachidonate, Cholesterol-Ester (20:4, Delta 5,8,11,14)  <=> "
EX_xoltri27[e],NaN,NaN,-0,1.05825943097378e-05,NaN,NaN,"7Alpha,27-Dihydroxycholesterol  <=> "
EX_xtsn[e],-0,3.05375807840846e-06,NaN,NaN,-0,6.6027213776465e-06,"Xanthosine  <=> "
EX_xylt[e],NaN,NaN,-0.00036443913347739,7.42109932616586e-07,NaN,NaN,"Xylitol  <=> "
EX_xylu_L[e],-211.798005890914,2.39938136863722e-07,NaN,NaN,-0.0011107429530739,9.9460670743845e-07,"L-Xylulose  <=> "
FACOAL140i,0,1.1197113281014e-05,0,3.48223289279304e-05,0,4.87095055348163e-05,"Adenosine Triphosphate + Coenzyme A + Tetradecanoic Acid  -> Adenosine Monophosphate + Diphosphate + Myristoyl Coenzyme A "
FACOAL150,0,1.11971130394295e-05,0,3.48223289279304e-05,0,4.87095055348163e-05,"Adenosine Triphosphate + Coenzyme A + Pentadecanoic Acid  -> Adenosine Monophosphate + Diphosphate + Pentadecanoyl Coenzyme A "
